task_id,task,deadline_days,complexity,resources,dependencies,priority,success,delay,gender,race/ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,task_length,deadline_urgency,resource_efficiency,start_delay,completion_time,abandoned
TASK-4476,Simulated task 4476 with 52 words,9,0.154,0.838,4,2,1,1,,,,,,,,,52.0,0.222,3.304,1.8,9,0
TASK-4477,Simulated task 4477 with 45 words,27,0.801,0.35,1,4,0,0,,,,,,,,,45.0,0.148,0.389,0.0,27,0
TASK-4478,Simulated task 4478 with 80 words,16,0.275,0.627,3,1,0,1,,,,,,,,,80.0,0.062,1.669,3.2,16,1
TASK-4479,Simulated task 4479 with 32 words,29,0.205,0.951,0,1,1,0,,,,,,,,,32.0,0.034,3.12,0.0,29,0
TASK-4480,Simulated task 4480 with 85 words,14,0.435,0.523,4,1,0,1,,,,,,,,,85.0,0.071,0.978,2.8000000000000003,14,1
TASK-4481,Simulated task 4481 with 66 words,18,0.494,0.549,0,4,1,0,,,,,,,,,66.0,0.222,0.924,0.0,18,0
TASK-4482,Simulated task 4482 with 98 words,7,0.404,0.834,3,3,0,1,,,,,,,,,98.0,0.429,1.653,1.4000000000000001,7,1
TASK-4483,Simulated task 4483 with 81 words,15,0.454,0.956,2,1,1,1,,,,,,,,,81.0,0.067,1.725,3.0,15,0
TASK-4484,Simulated task 4484 with 55 words,26,0.216,0.566,1,5,1,0,,,,,,,,,55.0,0.192,1.792,0.0,26,0
TASK-4485,Simulated task 4485 with 64 words,8,0.643,1.0,0,3,1,0,,,,,,,,,64.0,0.375,1.346,0.0,8,0
TASK-4486,Simulated task 4486 with 72 words,3,0.194,0.165,1,2,1,1,,,,,,,,,72.0,0.667,0.562,0.6000000000000001,3,0
TASK-4487,Simulated task 4487 with 55 words,11,0.505,0.374,2,4,0,1,,,,,,,,,55.0,0.364,0.619,2.2,11,1
TASK-4488,Simulated task 4488 with 49 words,20,0.547,0.481,2,5,0,0,,,,,,,,,49.0,0.25,0.743,0.0,20,0
TASK-4489,Simulated task 4489 with 52 words,29,0.63,0.864,5,2,0,1,,,,,,,,,52.0,0.069,1.184,5.800000000000001,29,1
TASK-4490,Simulated task 4490 with 62 words,27,0.545,0.658,3,4,1,1,,,,,,,,,62.0,0.148,1.019,5.4,27,0
TASK-4491,Simulated task 4491 with 62 words,26,0.282,0.431,3,4,1,1,,,,,,,,,62.0,0.154,1.128,5.2,26,0
TASK-4492,Simulated task 4492 with 67 words,18,0.418,0.319,1,5,0,0,,,,,,,,,67.0,0.278,0.615,0.0,18,0
TASK-4493,Simulated task 4493 with 90 words,15,0.359,0.227,1,4,0,0,,,,,,,,,90.0,0.267,0.493,0.0,15,0
TASK-4494,Simulated task 4494 with 92 words,10,0.185,0.729,0,4,1,0,,,,,,,,,92.0,0.4,2.555,0.0,10,0
TASK-4495,Simulated task 4495 with 73 words,29,0.587,0.503,5,4,1,1,,,,,,,,,73.0,0.138,0.732,5.800000000000001,29,0
TASK-4496,Simulated task 4496 with 60 words,25,0.349,0.854,2,3,1,1,,,,,,,,,60.0,0.12,1.903,5.0,25,0
TASK-4497,Simulated task 4497 with 56 words,3,0.53,0.242,1,1,0,1,,,,,,,,,56.0,0.333,0.384,0.6000000000000001,3,1
TASK-4498,Simulated task 4498 with 47 words,15,0.478,0.707,1,5,1,1,,,,,,,,,47.0,0.333,1.223,3.0,15,0
TASK-4499,Simulated task 4499 with 63 words,25,0.273,0.589,5,3,0,1,,,,,,,,,63.0,0.12,1.581,5.0,25,1
TASK-4500,Simulated task 4500 with 70 words,29,0.259,0.447,2,5,0,0,,,,,,,,,70.0,0.172,1.242,0.0,29,0
TASK-4501,Simulated task 4501 with 69 words,23,0.433,0.465,3,3,0,0,,,,,,,,,69.0,0.13,0.872,0.0,23,0
TASK-4502,Simulated task 4502 with 101 words,6,0.237,0.626,1,4,1,0,,,,,,,,,101.0,0.667,1.855,0.0,6,0
TASK-4503,Simulated task 4503 with 56 words,11,0.698,0.592,3,4,0,1,,,,,,,,,56.0,0.364,0.742,2.2,11,1
TASK-4504,Simulated task 4504 with 62 words,28,0.769,0.377,6,3,0,1,,,,,,,,,62.0,0.107,0.434,5.6000000000000005,28,1
TASK-4505,Simulated task 4505 with 66 words,11,0.657,0.729,5,4,0,1,,,,,,,,,66.0,0.364,0.963,2.2,11,1
TASK-4506,Simulated task 4506 with 93 words,19,0.57,0.901,2,1,1,1,,,,,,,,,93.0,0.053,1.346,3.8000000000000003,19,0
TASK-4507,Simulated task 4507 with 44 words,27,0.512,0.539,3,5,1,0,,,,,,,,,44.0,0.185,0.88,0.0,27,0
TASK-4508,Simulated task 4508 with 68 words,23,0.29,0.745,1,4,1,0,,,,,,,,,68.0,0.174,1.909,0.0,23,0
TASK-4509,Simulated task 4509 with 53 words,27,0.666,0.56,3,2,1,1,,,,,,,,,53.0,0.074,0.732,5.4,27,0
TASK-4510,Simulated task 4510 with 48 words,30,0.774,1.0,4,3,1,1,,,,,,,,,48.0,0.1,1.144,6.0,30,0
TASK-4511,Simulated task 4511 with 59 words,3,0.432,0.603,2,3,0,1,,,,,,,,,59.0,1.0,1.134,0.6000000000000001,3,1
TASK-4512,Simulated task 4512 with 47 words,13,0.493,0.775,0,4,1,0,,,,,,,,,47.0,0.308,1.308,0.0,13,0
TASK-4513,Simulated task 4513 with 50 words,27,0.338,0.892,2,3,1,0,,,,,,,,,50.0,0.111,2.034,0.0,27,0
TASK-4514,Simulated task 4514 with 60 words,22,0.434,0.44,0,2,1,0,,,,,,,,,60.0,0.091,0.824,0.0,22,0
TASK-4515,Simulated task 4515 with 69 words,8,0.248,0.776,2,3,0,0,,,,,,,,,69.0,0.375,2.228,0.0,8,0
TASK-4516,Simulated task 4516 with 63 words,21,0.442,0.816,1,2,1,0,,,,,,,,,63.0,0.095,1.504,0.0,21,0
TASK-4517,Simulated task 4517 with 81 words,11,0.587,0.707,3,3,0,1,,,,,,,,,81.0,0.273,1.03,2.2,11,1
TASK-4518,Simulated task 4518 with 116 words,11,0.565,0.791,1,3,1,1,,,,,,,,,116.0,0.273,1.189,2.2,11,0
TASK-4519,Simulated task 4519 with 43 words,13,0.55,0.438,6,2,0,1,,,,,,,,,43.0,0.154,0.674,2.6,13,1
TASK-4520,Simulated task 4520 with 87 words,3,0.1,1.0,1,5,1,1,,,,,,,,,87.0,1.667,5.0,0.6000000000000001,3,0
TASK-4521,Simulated task 4521 with 56 words,6,0.51,0.1,3,1,0,1,,,,,,,,,56.0,0.167,0.164,1.2000000000000002,6,1
TASK-4522,Simulated task 4522 with 81 words,24,0.623,0.39,5,2,0,1,,,,,,,,,81.0,0.083,0.539,4.800000000000001,24,1
TASK-4523,Simulated task 4523 with 47 words,10,0.498,0.266,1,1,0,0,,,,,,,,,47.0,0.1,0.444,0.0,10,0
TASK-4524,Simulated task 4524 with 63 words,19,0.727,1.0,0,3,1,0,,,,,,,,,63.0,0.158,1.209,0.0,19,0
TASK-4525,Simulated task 4525 with 74 words,12,0.48,0.567,1,5,0,0,,,,,,,,,74.0,0.417,0.978,0.0,12,0
TASK-4526,Simulated task 4526 with 43 words,29,0.579,0.364,1,2,1,0,,,,,,,,,43.0,0.069,0.535,0.0,29,0
TASK-4527,Simulated task 4527 with 65 words,14,0.299,0.449,2,5,0,0,,,,,,,,,65.0,0.357,1.123,0.0,14,0
TASK-4528,Simulated task 4528 with 64 words,11,0.617,0.219,0,2,0,0,,,,,,,,,64.0,0.182,0.305,0.0,11,0
TASK-4529,Simulated task 4529 with 46 words,27,0.657,0.757,2,4,1,0,,,,,,,,,46.0,0.148,0.999,0.0,27,0
TASK-4530,Simulated task 4530 with 48 words,21,0.357,0.782,1,2,1,0,,,,,,,,,48.0,0.095,1.71,0.0,21,0
TASK-4531,Simulated task 4531 with 82 words,25,0.214,0.676,1,1,1,0,,,,,,,,,82.0,0.04,2.152,0.0,25,0
TASK-4532,Simulated task 4532 with 35 words,30,0.41,0.421,3,4,1,0,,,,,,,,,35.0,0.133,0.826,0.0,30,0
TASK-4533,Simulated task 4533 with 46 words,30,0.3,0.982,1,3,1,1,,,,,,,,,46.0,0.1,2.452,6.0,30,0
TASK-4534,Simulated task 4534 with 62 words,26,0.62,0.795,1,2,1,0,,,,,,,,,62.0,0.077,1.105,0.0,26,0
TASK-4535,Simulated task 4535 with 50 words,10,0.402,0.164,2,1,0,1,,,,,,,,,50.0,0.1,0.326,2.0,10,1
TASK-4536,Simulated task 4536 with 53 words,3,0.644,0.552,1,3,0,1,,,,,,,,,53.0,1.0,0.742,0.6000000000000001,3,1
TASK-4537,Simulated task 4537 with 78 words,13,0.187,0.311,1,1,0,0,,,,,,,,,78.0,0.077,1.082,0.0,13,0
TASK-4538,Simulated task 4538 with 44 words,28,0.334,0.968,3,3,1,1,,,,,,,,,44.0,0.107,2.229,5.6000000000000005,28,0
TASK-4539,Simulated task 4539 with 72 words,27,0.347,0.488,3,2,1,0,,,,,,,,,72.0,0.074,1.091,0.0,27,0
TASK-4540,Simulated task 4540 with 52 words,18,0.555,0.255,2,5,1,1,,,,,,,,,52.0,0.278,0.39,3.6,18,0
TASK-4541,Simulated task 4541 with 44 words,27,0.1,0.563,1,3,1,1,,,,,,,,,44.0,0.111,2.817,5.4,27,0
TASK-4542,Simulated task 4542 with 48 words,13,0.445,0.997,0,5,1,0,,,,,,,,,48.0,0.385,1.83,0.0,13,0
TASK-4543,Simulated task 4543 with 38 words,30,0.427,0.816,2,3,1,0,,,,,,,,,38.0,0.1,1.548,0.0,30,0
TASK-4544,Simulated task 4544 with 100 words,24,0.572,0.47,1,5,0,0,,,,,,,,,100.0,0.208,0.699,0.0,24,0
TASK-4545,Simulated task 4545 with 68 words,14,0.51,0.556,2,2,1,1,,,,,,,,,68.0,0.143,0.912,2.8000000000000003,14,0
TASK-4546,Simulated task 4546 with 61 words,30,0.309,0.849,3,1,1,0,,,,,,,,,61.0,0.033,2.075,0.0,30,0
TASK-4547,Simulated task 4547 with 62 words,14,0.1,0.949,6,2,1,1,,,,,,,,,62.0,0.143,4.743,2.8000000000000003,14,0
TASK-4548,Simulated task 4548 with 60 words,7,0.346,0.212,0,3,0,0,,,,,,,,,60.0,0.429,0.476,0.0,7,0
TASK-4549,Simulated task 4549 with 66 words,12,0.247,0.638,1,4,1,0,,,,,,,,,66.0,0.333,1.842,0.0,12,0
TASK-4550,Simulated task 4550 with 68 words,25,0.258,0.511,2,1,1,1,,,,,,,,,68.0,0.04,1.427,5.0,25,0
TASK-4551,Simulated task 4551 with 56 words,4,0.353,0.478,1,5,0,0,,,,,,,,,56.0,1.25,1.055,0.0,4,0
TASK-4552,Simulated task 4552 with 82 words,16,0.664,0.936,1,1,1,0,,,,,,,,,82.0,0.062,1.225,0.0,16,0
TASK-4553,Simulated task 4553 with 68 words,19,0.246,0.261,5,1,0,1,,,,,,,,,68.0,0.053,0.755,3.8000000000000003,19,1
TASK-4554,Simulated task 4554 with 61 words,10,0.129,0.801,1,2,1,0,,,,,,,,,61.0,0.2,3.499,0.0,10,0
TASK-4555,Simulated task 4555 with 66 words,16,0.384,0.1,3,3,0,0,,,,,,,,,66.0,0.188,0.207,0.0,16,0
TASK-4556,Simulated task 4556 with 86 words,5,0.444,0.419,2,2,0,0,,,,,,,,,86.0,0.4,0.769,0.0,5,0
TASK-4557,Simulated task 4557 with 86 words,27,0.431,0.608,2,3,1,0,,,,,,,,,86.0,0.111,1.146,0.0,27,0
TASK-4558,Simulated task 4558 with 51 words,16,0.368,0.272,1,4,1,0,,,,,,,,,51.0,0.25,0.582,0.0,16,0
TASK-4559,Simulated task 4559 with 56 words,1,0.451,1.0,2,2,1,1,,,,,,,,,56.0,2.0,1.815,0.2,1,0
TASK-4560,Simulated task 4560 with 57 words,5,0.543,0.421,0,4,1,0,,,,,,,,,57.0,0.8,0.654,0.0,5,0
TASK-4561,Simulated task 4561 with 49 words,13,0.326,0.401,0,3,1,0,,,,,,,,,49.0,0.231,0.941,0.0,13,0
TASK-4562,Simulated task 4562 with 42 words,13,0.7,0.427,2,1,0,0,,,,,,,,,42.0,0.077,0.533,0.0,13,0
TASK-4563,Simulated task 4563 with 58 words,3,0.463,0.746,2,4,0,0,,,,,,,,,58.0,1.333,1.324,0.0,3,0
TASK-4564,Simulated task 4564 with 55 words,17,0.696,0.827,2,4,1,1,,,,,,,,,55.0,0.235,1.039,3.4000000000000004,17,0
TASK-4565,Simulated task 4565 with 67 words,19,0.553,0.49,2,3,1,0,,,,,,,,,67.0,0.158,0.751,0.0,19,0
TASK-4566,Simulated task 4566 with 61 words,5,0.248,0.679,0,3,1,1,,,,,,,,,61.0,0.6,1.952,1.0,5,0
TASK-4567,Simulated task 4567 with 68 words,5,0.109,0.699,2,2,1,1,,,,,,,,,68.0,0.4,3.343,1.0,5,0
TASK-4568,Simulated task 4568 with 59 words,15,0.713,0.24,2,2,0,0,,,,,,,,,59.0,0.133,0.295,0.0,15,0
TASK-4569,Simulated task 4569 with 64 words,10,0.318,0.57,1,3,1,0,,,,,,,,,64.0,0.3,1.366,0.0,10,0
TASK-4570,Simulated task 4570 with 59 words,12,0.481,0.442,2,4,1,1,,,,,,,,,59.0,0.333,0.762,2.4000000000000004,12,0
TASK-4571,Simulated task 4571 with 96 words,24,0.379,0.211,3,5,0,0,,,,,,,,,96.0,0.208,0.44,0.0,24,0
TASK-4572,Simulated task 4572 with 56 words,11,0.768,0.653,5,2,0,1,,,,,,,,,56.0,0.182,0.752,2.2,11,1
TASK-4573,Simulated task 4573 with 55 words,1,0.485,0.854,5,3,0,1,,,,,,,,,55.0,3.0,1.459,0.2,1,1
TASK-4574,Simulated task 4574 with 63 words,23,0.224,0.611,3,5,1,0,,,,,,,,,63.0,0.217,1.886,0.0,23,0
TASK-4575,Simulated task 4575 with 44 words,21,0.447,0.1,1,5,1,0,,,,,,,,,44.0,0.238,0.183,0.0,21,0
TASK-4576,Simulated task 4576 with 35 words,3,0.725,0.486,2,5,0,1,,,,,,,,,35.0,1.667,0.589,0.6000000000000001,3,1
TASK-4577,Simulated task 4577 with 84 words,4,0.326,0.377,1,5,0,1,,,,,,,,,84.0,1.25,0.884,0.8,4,1
TASK-4578,Simulated task 4578 with 59 words,19,0.188,1.0,3,1,1,0,,,,,,,,,59.0,0.053,3.476,0.0,19,0
TASK-4579,Simulated task 4579 with 49 words,24,0.646,0.515,1,2,1,0,,,,,,,,,49.0,0.083,0.691,0.0,24,0
TASK-4580,Simulated task 4580 with 90 words,20,0.304,0.197,2,5,0,1,,,,,,,,,90.0,0.25,0.486,4.0,20,1
TASK-4581,Simulated task 4581 with 71 words,3,0.16,0.589,0,5,0,0,,,,,,,,,71.0,1.667,2.264,0.0,3,0
TASK-4582,Simulated task 4582 with 64 words,18,0.311,0.759,3,3,1,1,,,,,,,,,64.0,0.167,1.847,3.6,18,0
TASK-4583,Simulated task 4583 with 67 words,3,0.544,0.625,1,3,1,0,,,,,,,,,67.0,1.0,0.969,0.0,3,0
TASK-4584,Simulated task 4584 with 50 words,7,0.577,0.399,1,1,0,0,,,,,,,,,50.0,0.143,0.59,0.0,7,0
TASK-4585,Simulated task 4585 with 60 words,22,0.569,0.485,1,5,0,0,,,,,,,,,60.0,0.227,0.726,0.0,22,0
TASK-4586,Simulated task 4586 with 91 words,26,0.284,0.791,1,1,1,0,,,,,,,,,91.0,0.038,2.059,0.0,26,0
TASK-4587,Simulated task 4587 with 35 words,28,0.669,0.625,1,3,1,0,,,,,,,,,35.0,0.107,0.813,0.0,28,0
TASK-4588,Simulated task 4588 with 75 words,29,0.637,1.0,3,2,1,1,,,,,,,,,75.0,0.069,1.357,5.800000000000001,29,0
TASK-4589,Simulated task 4589 with 55 words,21,0.587,0.625,3,4,1,0,,,,,,,,,55.0,0.19,0.91,0.0,21,0
TASK-4590,Simulated task 4590 with 82 words,24,0.279,0.218,3,4,1,1,,,,,,,,,82.0,0.167,0.575,4.800000000000001,24,0
TASK-4591,Simulated task 4591 with 89 words,27,0.37,0.55,1,1,1,1,,,,,,,,,89.0,0.037,1.171,5.4,27,0
TASK-4592,Simulated task 4592 with 41 words,1,0.556,0.459,0,3,0,0,,,,,,,,,41.0,3.0,0.7,0.0,1,0
TASK-4593,Simulated task 4593 with 31 words,19,0.609,0.212,4,4,1,1,,,,,,,,,31.0,0.211,0.299,3.8000000000000003,19,0
TASK-4594,Simulated task 4594 with 90 words,18,0.291,0.633,1,5,1,0,,,,,,,,,90.0,0.278,1.619,0.0,18,0
TASK-4595,Simulated task 4595 with 77 words,2,0.844,0.495,4,2,0,1,,,,,,,,,77.0,1.0,0.525,0.4,2,1
TASK-4596,Simulated task 4596 with 86 words,28,0.466,0.637,2,3,1,0,,,,,,,,,86.0,0.107,1.126,0.0,28,0
TASK-4597,Simulated task 4597 with 57 words,27,0.683,1.0,1,1,1,0,,,,,,,,,57.0,0.037,1.276,0.0,27,0
TASK-4598,Simulated task 4598 with 61 words,12,0.245,0.568,4,3,1,1,,,,,,,,,61.0,0.25,1.644,2.4000000000000004,12,0
TASK-4599,Simulated task 4599 with 57 words,17,0.535,0.856,4,2,1,1,,,,,,,,,57.0,0.118,1.348,3.4000000000000004,17,0
TASK-4600,Simulated task 4600 with 68 words,21,0.241,0.552,4,3,1,1,,,,,,,,,68.0,0.143,1.62,4.2,21,0
TASK-4601,Simulated task 4601 with 45 words,21,0.524,0.704,4,1,0,1,,,,,,,,,45.0,0.048,1.128,4.2,21,1
TASK-4602,Simulated task 4602 with 82 words,3,0.586,0.63,1,5,0,1,,,,,,,,,82.0,1.667,0.918,0.6000000000000001,3,1
TASK-4603,Simulated task 4603 with 78 words,12,0.598,0.667,1,3,0,0,,,,,,,,,78.0,0.25,0.956,0.0,12,0
TASK-4604,Simulated task 4604 with 72 words,28,0.346,0.567,4,1,0,1,,,,,,,,,72.0,0.036,1.27,5.6000000000000005,28,1
TASK-4605,Simulated task 4605 with 37 words,25,0.13,0.963,1,5,1,0,,,,,,,,,37.0,0.2,4.182,0.0,25,0
TASK-4606,Simulated task 4606 with 52 words,12,0.558,0.758,1,4,0,0,,,,,,,,,52.0,0.333,1.151,0.0,12,0
TASK-4607,Simulated task 4607 with 75 words,6,0.414,0.629,1,3,0,1,,,,,,,,,75.0,0.5,1.223,1.2000000000000002,6,1
TASK-4608,Simulated task 4608 with 56 words,30,0.414,0.827,1,5,1,1,,,,,,,,,56.0,0.167,1.609,6.0,30,0
TASK-4609,Simulated task 4609 with 66 words,10,0.31,0.632,4,4,0,1,,,,,,,,,66.0,0.4,1.543,2.0,10,1
TASK-4610,Simulated task 4610 with 61 words,30,0.483,0.879,2,3,1,0,,,,,,,,,61.0,0.1,1.507,0.0,30,0
TASK-4611,Simulated task 4611 with 43 words,22,0.493,0.305,2,3,0,0,,,,,,,,,43.0,0.136,0.514,0.0,22,0
TASK-4612,Simulated task 4612 with 40 words,26,0.705,1.0,0,2,1,0,,,,,,,,,40.0,0.077,1.242,0.0,26,0
TASK-4613,Simulated task 4613 with 45 words,6,0.1,0.643,6,3,0,1,,,,,,,,,45.0,0.5,3.215,1.2000000000000002,6,1
TASK-4614,Simulated task 4614 with 72 words,14,0.229,0.315,2,3,1,1,,,,,,,,,72.0,0.214,0.955,2.8000000000000003,14,0
TASK-4615,Simulated task 4615 with 80 words,2,0.586,0.787,3,5,0,1,,,,,,,,,80.0,2.5,1.148,0.4,2,1
TASK-4616,Simulated task 4616 with 69 words,11,0.1,0.923,2,1,1,1,,,,,,,,,69.0,0.091,4.617,2.2,11,0
TASK-4617,Simulated task 4617 with 60 words,15,0.349,0.344,2,2,0,1,,,,,,,,,60.0,0.133,0.765,3.0,15,1
TASK-4618,Simulated task 4618 with 66 words,26,0.969,0.482,3,3,0,0,,,,,,,,,66.0,0.115,0.451,0.0,26,0
TASK-4619,Simulated task 4619 with 48 words,26,0.438,0.854,4,5,1,1,,,,,,,,,48.0,0.192,1.586,5.2,26,0
TASK-4620,Simulated task 4620 with 100 words,8,0.634,0.741,1,5,0,0,,,,,,,,,100.0,0.625,1.01,0.0,8,0
TASK-4621,Simulated task 4621 with 61 words,22,0.158,0.49,2,1,1,0,,,,,,,,,61.0,0.045,1.902,0.0,22,0
TASK-4622,Simulated task 4622 with 63 words,13,0.634,0.538,1,4,0,0,,,,,,,,,63.0,0.308,0.733,0.0,13,0
TASK-4623,Simulated task 4623 with 63 words,30,0.419,0.287,2,3,1,0,,,,,,,,,63.0,0.1,0.554,0.0,30,0
TASK-4624,Simulated task 4624 with 74 words,19,0.552,0.353,1,4,0,1,,,,,,,,,74.0,0.211,0.542,3.8000000000000003,19,1
TASK-4625,Simulated task 4625 with 83 words,10,0.605,0.182,3,1,0,1,,,,,,,,,83.0,0.1,0.258,2.0,10,1
TASK-4626,Simulated task 4626 with 74 words,9,0.391,0.513,3,5,1,1,,,,,,,,,74.0,0.556,1.044,1.8,9,0
TASK-4627,Simulated task 4627 with 38 words,18,0.591,0.769,2,4,1,0,,,,,,,,,38.0,0.222,1.113,0.0,18,0
TASK-4628,Simulated task 4628 with 62 words,7,0.27,0.533,3,1,0,1,,,,,,,,,62.0,0.143,1.442,1.4000000000000001,7,1
TASK-4629,Simulated task 4629 with 52 words,3,0.505,0.879,2,4,0,1,,,,,,,,,52.0,1.333,1.454,0.6000000000000001,3,1
TASK-4630,Simulated task 4630 with 60 words,12,0.598,0.439,2,5,1,1,,,,,,,,,60.0,0.417,0.628,2.4000000000000004,12,0
TASK-4631,Simulated task 4631 with 59 words,15,0.386,0.227,1,3,0,0,,,,,,,,,59.0,0.2,0.467,0.0,15,0
TASK-4632,Simulated task 4632 with 68 words,22,0.301,0.889,3,2,1,1,,,,,,,,,68.0,0.091,2.214,4.4,22,0
TASK-4633,Simulated task 4633 with 68 words,21,0.403,0.692,1,5,1,0,,,,,,,,,68.0,0.238,1.376,0.0,21,0
TASK-4634,Simulated task 4634 with 77 words,13,0.712,0.907,3,4,0,0,,,,,,,,,77.0,0.308,1.117,0.0,13,0
TASK-4635,Simulated task 4635 with 33 words,6,0.681,0.516,0,3,1,0,,,,,,,,,33.0,0.5,0.66,0.0,6,0
TASK-4636,Simulated task 4636 with 73 words,8,0.646,0.998,3,2,0,1,,,,,,,,,73.0,0.25,1.337,1.6,8,1
TASK-4637,Simulated task 4637 with 67 words,14,0.802,0.331,4,1,0,1,,,,,,,,,67.0,0.071,0.367,2.8000000000000003,14,1
TASK-4638,Simulated task 4638 with 62 words,3,0.501,0.528,1,3,0,1,,,,,,,,,62.0,1.0,0.878,0.6000000000000001,3,1
TASK-4639,Simulated task 4639 with 82 words,16,0.535,0.702,0,5,1,0,,,,,,,,,82.0,0.312,1.105,0.0,16,0
TASK-4640,Simulated task 4640 with 64 words,18,0.101,0.483,1,4,1,0,,,,,,,,,64.0,0.222,2.397,0.0,18,0
TASK-4641,Simulated task 4641 with 56 words,24,0.318,0.657,3,2,1,1,,,,,,,,,56.0,0.083,1.572,4.800000000000001,24,0
TASK-4642,Simulated task 4642 with 61 words,17,0.602,0.912,4,3,1,1,,,,,,,,,61.0,0.176,1.298,3.4000000000000004,17,0
TASK-4643,Simulated task 4643 with 79 words,18,0.674,0.694,2,2,0,0,,,,,,,,,79.0,0.111,0.897,0.0,18,0
TASK-4644,Simulated task 4644 with 72 words,10,0.241,0.555,0,2,1,0,,,,,,,,,72.0,0.2,1.627,0.0,10,0
TASK-4645,Simulated task 4645 with 62 words,17,0.481,0.907,4,3,0,0,,,,,,,,,62.0,0.176,1.559,0.0,17,0
TASK-4646,Simulated task 4646 with 71 words,16,0.932,0.728,3,4,0,1,,,,,,,,,71.0,0.25,0.706,3.2,16,1
TASK-4647,Simulated task 4647 with 68 words,21,0.482,0.598,2,1,0,0,,,,,,,,,68.0,0.048,1.027,0.0,21,0
TASK-4648,Simulated task 4648 with 71 words,24,0.789,0.58,3,3,1,0,,,,,,,,,71.0,0.125,0.652,0.0,24,0
TASK-4649,Simulated task 4649 with 65 words,2,0.569,0.508,1,1,0,0,,,,,,,,,65.0,0.5,0.759,0.0,2,0
TASK-4650,Simulated task 4650 with 55 words,20,0.612,0.811,1,2,0,0,,,,,,,,,55.0,0.1,1.138,0.0,20,0
TASK-4651,Simulated task 4651 with 63 words,4,0.318,0.82,1,2,0,1,,,,,,,,,63.0,0.5,1.962,0.8,4,1
TASK-4652,Simulated task 4652 with 74 words,11,0.178,0.916,2,4,1,1,,,,,,,,,74.0,0.364,3.294,2.2,11,0
TASK-4653,Simulated task 4653 with 76 words,27,0.644,0.708,3,3,1,1,,,,,,,,,76.0,0.111,0.95,5.4,27,0
TASK-4654,Simulated task 4654 with 64 words,7,0.561,0.464,2,3,0,1,,,,,,,,,64.0,0.429,0.701,1.4000000000000001,7,1
TASK-4655,Simulated task 4655 with 52 words,17,0.512,0.683,2,5,1,1,,,,,,,,,52.0,0.294,1.115,3.4000000000000004,17,0
TASK-4656,Simulated task 4656 with 45 words,25,0.235,0.459,3,4,1,0,,,,,,,,,45.0,0.16,1.373,0.0,25,0
TASK-4657,Simulated task 4657 with 90 words,19,0.429,0.641,3,3,0,0,,,,,,,,,90.0,0.158,1.212,0.0,19,0
TASK-4658,Simulated task 4658 with 77 words,6,0.377,0.952,3,2,1,1,,,,,,,,,77.0,0.333,1.998,1.2000000000000002,6,0
TASK-4659,Simulated task 4659 with 71 words,10,0.396,0.895,4,4,1,1,,,,,,,,,71.0,0.4,1.804,2.0,10,0
TASK-4660,Simulated task 4660 with 84 words,30,0.546,0.826,1,5,1,0,,,,,,,,,84.0,0.167,1.28,0.0,30,0
TASK-4661,Simulated task 4661 with 54 words,21,0.641,0.594,1,5,0,0,,,,,,,,,54.0,0.238,0.802,0.0,21,0
TASK-4662,Simulated task 4662 with 75 words,4,0.557,0.824,2,2,1,1,,,,,,,,,75.0,0.5,1.254,0.8,4,0
TASK-4663,Simulated task 4663 with 72 words,25,0.539,0.44,1,3,1,0,,,,,,,,,72.0,0.12,0.688,0.0,25,0
TASK-4664,Simulated task 4664 with 59 words,27,0.523,0.235,0,2,0,0,,,,,,,,,59.0,0.074,0.377,0.0,27,0
TASK-4665,Simulated task 4665 with 71 words,28,0.465,0.668,0,5,1,0,,,,,,,,,71.0,0.179,1.182,0.0,28,0
TASK-4666,Simulated task 4666 with 57 words,30,0.334,0.506,3,4,1,0,,,,,,,,,57.0,0.133,1.167,0.0,30,0
TASK-4667,Simulated task 4667 with 80 words,25,0.509,1.0,0,3,1,0,,,,,,,,,80.0,0.12,1.641,0.0,25,0
TASK-4668,Simulated task 4668 with 24 words,1,0.649,1.0,1,2,0,1,,,,,,,,,24.0,2.0,1.334,0.2,1,1
TASK-4669,Simulated task 4669 with 59 words,7,0.477,0.428,2,3,0,1,,,,,,,,,59.0,0.429,0.741,1.4000000000000001,7,1
TASK-4670,Simulated task 4670 with 93 words,26,0.316,0.774,2,4,0,1,,,,,,,,,93.0,0.154,1.86,5.2,26,1
TASK-4671,Simulated task 4671 with 41 words,25,0.261,0.106,2,5,0,0,,,,,,,,,41.0,0.2,0.295,0.0,25,0
TASK-4672,Simulated task 4672 with 75 words,21,0.309,0.685,2,2,1,0,,,,,,,,,75.0,0.095,1.673,0.0,21,0
TASK-4673,Simulated task 4673 with 64 words,16,0.271,0.678,1,5,1,0,,,,,,,,,64.0,0.312,1.827,0.0,16,0
TASK-4674,Simulated task 4674 with 56 words,17,1.0,0.352,1,2,0,1,,,,,,,,,56.0,0.118,0.32,3.4000000000000004,17,1
TASK-4675,Simulated task 4675 with 71 words,24,0.324,0.641,5,3,1,1,,,,,,,,,71.0,0.125,1.511,4.800000000000001,24,0
TASK-4676,Simulated task 4676 with 98 words,5,0.492,0.368,2,1,0,0,,,,,,,,,98.0,0.2,0.621,0.0,5,0
